Units,Weight ,Value,Country Name,Description,Commodity Code
0,2175,36772,U.S.A," Other Pipe Welded, of stainless steel",73062900
0,29,1860,CANADA," Other Pipe Welded, of stainless steel",73062900
0,67,2414,TURKEY," Other Pipe Welded, of stainless steel",73062900
0,438,4448,Other Countries," Other Pipe Welded, of stainless steel",73062900
0,9375,22143,UNITED ARAB EMIRATES,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,357,3706,INDIA,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,10925,20687,CHINA,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,306,1588,TAIWAN,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,2680,6522,SOUTH KOREA,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,96,1491,JAPAN,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,103,2139,U.S.A,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,380,3759,GERMANY,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,119,1410,UNITED KINGDOM,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,89,3140,ITALY,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,397,1017,TURKEY,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,108,13518,SPAIN,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,251,2649,Other Countries,OTHER WELDED CIRCULAR PIPE OF IRON OR STEEL,73063000
0,307,2818,UNITED ARAB EMIRATES,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,238,3559,INDIA,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,668,5282,CHINA,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,765,5462,TAIWAN,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,1888,9738,SOUTH KOREA,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,83,6217,U.S.A,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,491,9071,GERMANY,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,12,1560,UNITED KINGDOM,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,84,3403,FRANCE,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,168,4790,ITALY,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,97,1460,TURKEY,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,29,2628,SPAIN,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,424,2073,Other Countries,OTHER WELDED CIRCULAR PIPE OF STAINLESS STEEL,73064000
0,4420,10979,UNITED ARAB EMIRATES,OTHER WELDED CIRCULAR PIPE OF OTHER ALLOY STEEL,73065000
0,3821,11933,CHINA,OTHER WELDED CIRCULAR PIPE OF OTHER ALLOY STEEL,73065000
0,395,9764,SOUTH KOREA,OTHER WELDED CIRCULAR PIPE OF OTHER ALLOY STEEL,73065000
0,209,6503,U.S.A,OTHER WELDED CIRCULAR PIPE OF OTHER ALLOY STEEL,73065000
0,2052,20015,GERMANY,OTHER WELDED CIRCULAR PIPE OF OTHER ALLOY STEEL,73065000
0,172,6437,UNITED KINGDOM,OTHER WELDED CIRCULAR PIPE OF OTHER ALLOY STEEL,73065000
0,426,2621,ITALY,OTHER WELDED CIRCULAR PIPE OF OTHER ALLOY STEEL,73065000
0,177,2403,Other Countries,OTHER WELDED CIRCULAR PIPE OF OTHER ALLOY STEEL,73065000
0,466,1078,UNITED ARAB EMIRATES, Pipes of square or rectangular cross-section,73066100
0,10008,17998,CHINA, Pipes of square or rectangular cross-section,73066100
0,223,1760,TAIWAN, Pipes of square or rectangular cross-section,73066100
0,128,4033,ITALY, Pipes of square or rectangular cross-section,73066100
0,614,1962,TURKEY, Pipes of square or rectangular cross-section,73066100
0,294,2339,Other Countries, Pipes of square or rectangular cross-section,73066100
0,457,1832,JORDAN,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,11649,26162,SULTANATE OF OMAN,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,30526,106475,UNITED ARAB EMIRATES,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,728,6022,INDIA,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,130,2280,THAILAND,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,289,24284,SINGAPORE,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,10914,37224,CHINA,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,2140,18070,TAIWAN,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,1741,23800,SOUTH KOREA,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,364,22867,JAPAN,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,216,2721,INDONESIA,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,54,1239,EGYPT,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,864,24085,U.S.A,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,102,3579,GERMANY,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,16,1185,NETHERLANDS,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,224,19319,UNITED KINGDOM,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,35,1771,FRANCE,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,301,4214,ITALY,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,226,2032,TURKEY,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,137,4662,SPAIN,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,761,5882,Other Countries,OTHER TUBES AND PIPES OF IRON OR STEEL,73069000
0,174,1764,UNITED ARAB EMIRATES,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,1024,10284,INDIA,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,304,2403,THAILAND,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,3519,22749,CHINA,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,76,1080,TAIWAN,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,243,3952,SOUTH KOREA,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,859,11076,JAPAN,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,169,10272,U.S.A,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,108,2521,GERMANY,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,469,10547,UNITED KINGDOM,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,104,1636,FRANCE,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,259,5241,ITALY,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,42,1573,SPAIN,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,160,4190,Other Countries,CAST FITTINGS OF NON-MALLEABLE CAST IRON,73071100
0,228,2201,UNITED ARAB EMIRATES,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,604,4116,INDIA,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,214,1921,THAILAND,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,9116,56768,CHINA,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,110,1627,TAIWAN,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,275,5705,SOUTH KOREA,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,324,1756,JAPAN,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,495,16949,U.S.A,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,135,3460,GERMANY,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,58,7785,NETHERLANDS,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,76,3976,UNITED KINGDOM,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,413,11293,ITALY,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,111,2523,TURKEY,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,29,2405,SPAIN,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,72,1267,POLAND,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,305,6551,Other Countries,OTHER CAST FITTINGS OF IRON OR STEEL,73071900
0,673,9351,BAHRAIN,FLANGES OF STAINLESS STEEL,73072100
0,639,12403,INDIA,FLANGES OF STAINLESS STEEL,73072100
0,135,8199,SINGAPORE,FLANGES OF STAINLESS STEEL,73072100
0,2132,16450,CHINA,FLANGES OF STAINLESS STEEL,73072100
0,1897,28561,SOUTH KOREA,FLANGES OF STAINLESS STEEL,73072100
0,301,10879,U.S.A,FLANGES OF STAINLESS STEEL,73072100
0,167,3973,GERMANY,FLANGES OF STAINLESS STEEL,73072100
0,109,4279,UNITED KINGDOM,FLANGES OF STAINLESS STEEL,73072100
0,219,4091,FRANCE,FLANGES OF STAINLESS STEEL,73072100
0,2039,21065,ITALY,FLANGES OF STAINLESS STEEL,73072100
0,2425,28524,SPAIN,FLANGES OF STAINLESS STEEL,73072100
0,1722,15184,ROMANIA,FLANGES OF STAINLESS STEEL,73072100
0,265,4804,Other Countries,FLANGES OF STAINLESS STEEL,73072100
0,347,4360,INDIA,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,91,1287,THAILAND,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,1749,11016,CHINA,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,87,1373,TAIWAN,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,315,8628,SOUTH KOREA,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,181,3063,JAPAN,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,145,13746,U.S.A,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,209,3599,AUSTRIA,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,58,2393,GERMANY,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,60,1402,UNITED KINGDOM,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,89,6949,FRANCE,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,299,8009,ITALY,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,356,5225,Other Countries,"THREADED ELBOWS, BENDS AND SLEEVES OF STAINLESS STEEL",73072200
0,152,1975,INDIA,BUTT WELDING FITTINGS OF STAINLESS STEEL,73072300
0,210,3876,CHINA,BUTT WELDING FITTINGS OF STAINLESS STEEL,73072300
0,170,3383,SOUTH KOREA,BUTT WELDING FITTINGS OF STAINLESS STEEL,73072300
0,32,1397,U.S.A,BUTT WELDING FITTINGS OF STAINLESS STEEL,73072300
0,247,2915,GERMANY,BUTT WELDING FITTINGS OF STAINLESS STEEL,73072300
0,196,4311,ITALY,BUTT WELDING FITTINGS OF STAINLESS STEEL,73072300
0,62,1007,TURKEY,BUTT WELDING FITTINGS OF STAINLESS STEEL,73072300
0,52,1467,ROMANIA,BUTT WELDING FITTINGS OF STAINLESS STEEL,73072300
0,164,3288,Other Countries,BUTT WELDING FITTINGS OF STAINLESS STEEL,73072300
0,1468,8520,UNITED ARAB EMIRATES,OTHER STAINLESS STEEL FITTINGS,73072900
0,1153,9130,INDIA,OTHER STAINLESS STEEL FITTINGS,73072900
0,247,3290,THAILAND,OTHER STAINLESS STEEL FITTINGS,73072900
0,823,61569,SINGAPORE,OTHER STAINLESS STEEL FITTINGS,73072900
0,2207,24098,CHINA,OTHER STAINLESS STEEL FITTINGS,73072900
0,118,2526,TAIWAN,OTHER STAINLESS STEEL FITTINGS,73072900
0,1145,25797,SOUTH KOREA,OTHER STAINLESS STEEL FITTINGS,73072900
0,267,7198,JAPAN,OTHER STAINLESS STEEL FITTINGS,73072900
0,2365,17000,INDONESIA,OTHER STAINLESS STEEL FITTINGS,73072900
0,379,32061,U.S.A,OTHER STAINLESS STEEL FITTINGS,73072900
0,32,1068,CANADA,OTHER STAINLESS STEEL FITTINGS,73072900
0,15,1110,SWEDEN,OTHER STAINLESS STEEL FITTINGS,73072900
0,32,2935,DENMARK,OTHER STAINLESS STEEL FITTINGS,73072900
0,10,2082,SWITZERLAND,OTHER STAINLESS STEEL FITTINGS,73072900
0,91,7356,GERMANY,OTHER STAINLESS STEEL FITTINGS,73072900
0,24,2447,NETHERLANDS,OTHER STAINLESS STEEL FITTINGS,73072900
0,59,3705,BELGIUM,OTHER STAINLESS STEEL FITTINGS,73072900
0,73,6770,UNITED KINGDOM,OTHER STAINLESS STEEL FITTINGS,73072900
0,61,3826,FRANCE,OTHER STAINLESS STEEL FITTINGS,73072900
0,498,22301,ITALY,OTHER STAINLESS STEEL FITTINGS,73072900
0,48,1045,TURKEY,OTHER STAINLESS STEEL FITTINGS,73072900
0,95,6155,SPAIN,OTHER STAINLESS STEEL FITTINGS,73072900
0,7,1307,POLAND,OTHER STAINLESS STEEL FITTINGS,73072900
0,98,5134,ROMANIA,OTHER STAINLESS STEEL FITTINGS,73072900
0,215,4385,Other Countries,OTHER STAINLESS STEEL FITTINGS,73072900
0,49,1742,BAHRAIN,FLANGES OF OTHER ALLOYS,73079100
0,805,4085,UNITED ARAB EMIRATES,FLANGES OF OTHER ALLOYS,73079100
0,1770,13560,INDIA,FLANGES OF OTHER ALLOYS,73079100
0,193,4067,THAILAND,FLANGES OF OTHER ALLOYS,73079100
0,3143,20405,CHINA,FLANGES OF OTHER ALLOYS,73079100
0,90,1350,TAIWAN,FLANGES OF OTHER ALLOYS,73079100
0,1946,32801,SOUTH KOREA,FLANGES OF OTHER ALLOYS,73079100
0,16,1383,JAPAN,FLANGES OF OTHER ALLOYS,73079100
0,148,9749,U.S.A,FLANGES OF OTHER ALLOYS,73079100
0,498,8904,GERMANY,FLANGES OF OTHER ALLOYS,73079100
0,52,1154,BELGIUM,FLANGES OF OTHER ALLOYS,73079100
0,158,3807,UNITED KINGDOM,FLANGES OF OTHER ALLOYS,73079100
0,244,15307,FRANCE,FLANGES OF OTHER ALLOYS,73079100
0,7193,82946,ITALY,FLANGES OF OTHER ALLOYS,73079100
0,202,3751,TURKEY,FLANGES OF OTHER ALLOYS,73079100
0,5031,64576,SPAIN,FLANGES OF OTHER ALLOYS,73079100
0,5462,50018,ROMANIA,FLANGES OF OTHER ALLOYS,73079100
0,213,3524,Other Countries,FLANGES OF OTHER ALLOYS,73079100
0,1103,10783,INDIA,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,1290,16264,THAILAND,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,1206,7922,CHINA,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,142,1614,TAIWAN,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,1098,19103,SOUTH KOREA,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,359,6987,JAPAN,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,4,1692,INDONESIA,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,188,14171,U.S.A,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,1340,15575,ARGENTINA,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,329,11388,MEXICO,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,2,1066,SWITZERLAND,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,308,5888,AUSTRIA,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,262,10989,GERMANY,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,24,1396,UNITED KINGDOM,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,120,3254,FRANCE,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,663,15851,ITALY,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,500,6954,ROMANIA,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,61,3255,Other Countries,"THREADED ELBOWS, BENDS AND SLEEVES OF OTHER ALLOYS",73079200
0,172,3892,UNITED ARAB EMIRATES,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,289,2728,INDIA,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,612,7864,THAILAND,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,2503,16092,CHINA,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,8868,125904,SOUTH KOREA,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,165,3264,JAPAN,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,52,2979,U.S.A,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,360,7591,AUSTRIA,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,293,3565,GERMANY,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,355,5726,BELGIUM,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,109,2258,FRANCE,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,1239,22156,ITALY,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,99,3067,Other Countries,BUTT WELDING FITTINGS OF OTHER ALLOYS,73079300
0,8240,21120,KUWAIT,OTHER FITTINGS OF IRON OR STEEL,73079900
0,121,3639,BAHRAIN,OTHER FITTINGS OF IRON OR STEEL,73079900
0,15115,115040,UNITED ARAB EMIRATES,OTHER FITTINGS OF IRON OR STEEL,73079900
0,2521,18407,INDIA,OTHER FITTINGS OF IRON OR STEEL,73079900
0,1575,24049,THAILAND,OTHER FITTINGS OF IRON OR STEEL,73079900
0,93,2200,MALAYSIA,OTHER FITTINGS OF IRON OR STEEL,73079900
0,851,69511,SINGAPORE,OTHER FITTINGS OF IRON OR STEEL,73079900
0,8524,57719,CHINA,OTHER FITTINGS OF IRON OR STEEL,73079900
0,1627,22123,TAIWAN,OTHER FITTINGS OF IRON OR STEEL,73079900
0,4319,89206,SOUTH KOREA,OTHER FITTINGS OF IRON OR STEEL,73079900
0,622,49893,JAPAN,OTHER FITTINGS OF IRON OR STEEL,73079900
0,89,1818,SOUTH AFRICA,OTHER FITTINGS OF IRON OR STEEL,73079900
0,1221,95491,U.S.A,OTHER FITTINGS OF IRON OR STEEL,73079900
0,28,2360,CANADA,OTHER FITTINGS OF IRON OR STEEL,73079900
0,264,9644,MEXICO,OTHER FITTINGS OF IRON OR STEEL,73079900
0,8,2940,SWEDEN,OTHER FITTINGS OF IRON OR STEEL,73079900
0,6,1267,SWITZERLAND,OTHER FITTINGS OF IRON OR STEEL,73079900
0,913,21558,AUSTRIA,OTHER FITTINGS OF IRON OR STEEL,73079900
0,696,37798,GERMANY,OTHER FITTINGS OF IRON OR STEEL,73079900
0,63,4106,NETHERLANDS,OTHER FITTINGS OF IRON OR STEEL,73079900
0,63,6398,BELGIUM,OTHER FITTINGS OF IRON OR STEEL,73079900
0,264,31555,UNITED KINGDOM,OTHER FITTINGS OF IRON OR STEEL,73079900
0,449,18317,FRANCE,OTHER FITTINGS OF IRON OR STEEL,73079900
0,2570,56942,ITALY,OTHER FITTINGS OF IRON OR STEEL,73079900
0,228,6299,TURKEY,OTHER FITTINGS OF IRON OR STEEL,73079900
0,599,15159,SPAIN,OTHER FITTINGS OF IRON OR STEEL,73079900
0,54,6110,POLAND,OTHER FITTINGS OF IRON OR STEEL,73079900
0,51,2003,ROMANIA,OTHER FITTINGS OF IRON OR STEEL,73079900
0,506,1435,UKRAINE,OTHER FITTINGS OF IRON OR STEEL,73079900
0,17,3012,CZECH REPUBLIC,OTHER FITTINGS OF IRON OR STEEL,73079900
0,161,4951,Other Countries,OTHER FITTINGS OF IRON OR STEEL,73079900
0,2289,7959,JORDAN,BRIDGES AND BRIDGE-SECTIONS,73081000
0,26298,98590,KUWAIT,BRIDGES AND BRIDGE-SECTIONS,73081000
0,12335,21692,BAHRAIN,BRIDGES AND BRIDGE-SECTIONS,73081000
0,2318,20689,QATAR,BRIDGES AND BRIDGE-SECTIONS,73081000
0,78355,192604,UNITED ARAB EMIRATES,BRIDGES AND BRIDGE-SECTIONS,73081000
0,557,4740,CHINA,BRIDGES AND BRIDGE-SECTIONS,73081000
0,320,4183,U.S.A,BRIDGES AND BRIDGE-SECTIONS,73081000
0,123,3258,GERMANY,BRIDGES AND BRIDGE-SECTIONS,73081000
0,1212,22017,ITALY,BRIDGES AND BRIDGE-SECTIONS,73081000
0,190,3702,TURKEY,BRIDGES AND BRIDGE-SECTIONS,73081000
0,546,3014,Other Countries,BRIDGES AND BRIDGE-SECTIONS,73081000
0,6264,33409,UNITED ARAB EMIRATES,TOWERS AND LATTICE MASTS OF IRON OR STEEL,73082000
0,41585,170355,INDIA,TOWERS AND LATTICE MASTS OF IRON OR STEEL,73082000
0,4526,16755,CHINA,TOWERS AND LATTICE MASTS OF IRON OR STEEL,73082000
0,193,1928,TUNISIA,TOWERS AND LATTICE MASTS OF IRON OR STEEL,73082000
0,11946,70552,EGYPT,TOWERS AND LATTICE MASTS OF IRON OR STEEL,73082000
0,58,1236,U.S.A,TOWERS AND LATTICE MASTS OF IRON OR STEEL,73082000
0,165,3300,GERMANY,TOWERS AND LATTICE MASTS OF IRON OR STEEL,73082000
0,498,11685,ITALY,TOWERS AND LATTICE MASTS OF IRON OR STEEL,73082000
0,1970,14798,TURKEY,TOWERS AND LATTICE MASTS OF IRON OR STEEL,73082000
0,188,2231,Other Countries,TOWERS AND LATTICE MASTS OF IRON OR STEEL,73082000
0,412,1660,JORDAN,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,480,6730,UNITED ARAB EMIRATES,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,2674,19910,CHINA,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,479,11490,U.S.A,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,35,1076,CANADA,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,50,1575,FINLAND,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,43,3457,SWEDEN,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,485,68540,GERMANY,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,176,3752,NETHERLANDS,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,65,1887,UNITED KINGDOM,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,2371,16719,ITALY,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,63,1539,GREECE,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,1557,10653,TURKEY,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,235,5023,SPAIN,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,280,6734,Other Countries,"DOORS, WINDOWS AND THEIR FRAMES OF IRON OR STEEL",73083000
0,24025,99208,UNITED ARAB EMIRATES,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,11650,39435,INDIA,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,18295,62321,CHINA,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,1268,37063,SOUTH KOREA,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,110,1422,INDONESIA,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,4542,35744,EGYPT,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,660,8911,U.S.A,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,1515,11896,AUSTRIA,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,3533,95085,GERMANY,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,51,1145,NETHERLANDS,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,584,3032,UNITED KINGDOM,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,1493,13776,ITALY,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,2576,19982,TURKEY,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,2501,23750,SPAIN,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,1441,7979,UKRAINE,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,1055,9022,Other Countries,PROPS AND SIMILAR EQUIPMENT FOR SCAFFOLDING,73084000
0,243,2064,BAHRAIN,BOXES FITTED IN WALLS FOR FIRE FIGHTING,73089010
0,263,1820,UNITED ARAB EMIRATES,BOXES FITTED IN WALLS FOR FIRE FIGHTING,73089010
0,989,3369,CHINA,BOXES FITTED IN WALLS FOR FIRE FIGHTING,73089010
0,206,6913,U.S.A,BOXES FITTED IN WALLS FOR FIRE FIGHTING,73089010
0,43,2252,PORTUGAL,BOXES FITTED IN WALLS FOR FIRE FIGHTING,73089010
0,46,1475,GERMANY,BOXES FITTED IN WALLS FOR FIRE FIGHTING,73089010
0,358,6122,ITALY,BOXES FITTED IN WALLS FOR FIRE FIGHTING,73089010
0,249,2926,TURKEY,BOXES FITTED IN WALLS FOR FIRE FIGHTING,73089010
0,508,9919,SPAIN,BOXES FITTED IN WALLS FOR FIRE FIGHTING,73089010
0,289,4524,Other Countries,BOXES FITTED IN WALLS FOR FIRE FIGHTING,73089010
0,92,1029,UNITED ARAB EMIRATES,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,1293,5959,INDIA,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,2238,9800,MALAYSIA,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,11119,39054,CHINA,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,939,13066,U.S.A,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,110,13486,CANADA,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,3240,26028,GERMANY,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,1443,42285,ITALY,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,831,9859,TURKEY,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,5711,30720,SPAIN,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,338,4273,Other Countries,BIG SHELVES TO BE INSTALLED IN BUILDINGS,73089020
0,546,2690,INDIA,ANGLES TIES FOR FASTENING DECORATION TILES IN CEILINGS,73089030
